Graph,Reward,Attempt,RawAction,Node_U,Node_V,Edge,WasValid,WasAdded,StepReward
Arpanet19723,PBR,1,59,17,24,17-24,True,True,0.2954545342215921
Arpanet19723,PBR,2,34,3,24,3-24,True,True,0.20784313119792416
Arpanet19723,PBR,3,33,21,24,21-24,True,True,0.15254236924323858
Arpanet19723,PBR,4,33,2,24,2-24,True,True,0.1007462666244269
Arpanet19723,PBR,5,33,14,24,14-24,True,True,0.08308270525613179
Arpanet19723,PBR,6,33,15,24,15-24,True,True,0.07671745393858226
Arpanet19723,PBR,7,33,16,24,16-24,True,True,0.05525606385109372
Arpanet19723,EFFRES,1,123,10,20,10-20,True,True,0.2511674751968141
Arpanet19723,EFFRES,2,18,13,16,13-16,True,True,0.11825817523283397
Arpanet19723,EFFRES,3,0,1,11,1-11,True,True,0.13348831060883676
Arpanet19723,EFFRES,4,0,5,8,5-8,True,True,0.10203058917949935
Arpanet19723,EFFRES,5,0,5,18,5-18,True,True,0.07355692474178936
Arpanet19723,EFFRES,6,0,0,7,0-7,True,True,0.06815524634477729
Arpanet19723,EFFRES,7,0,0,19,0-19,True,True,0.05876741926408653
Arpanet19723,IVI,1,57,3,21,3-21,True,True,0.35417234098586886
Arpanet19723,IVI,2,12,6,13,6-13,True,True,0.27373413347973413
Arpanet19723,IVI,3,16,4,11,4-11,True,True,-0.08038041850742425
Arpanet19723,IVI,4,17,2,9,2-9,True,True,0.0835627766751059
Arpanet19723,IVI,5,0,7,12,7-12,True,True,-0.11639272623544145
Arpanet19723,IVI,6,0,18,23,18-23,True,True,-0.0068051667404456844
Arpanet19723,IVI,7,0,1,24,1-24,True,True,-0.0406158020627547
Arpanet19723,NNSI,1,22,5,12,5-12,True,True,0.43222307908245367
Arpanet19723,NNSI,2,65,0,5,0-5,True,True,0.05235762387400501
Arpanet19723,NNSI,3,65,1,7,1-7,True,True,-0.0004030424588315969
Arpanet19723,NNSI,4,81,6,8,6-8,True,True,0.0
Arpanet19723,NNSI,5,81,9,20,9-20,True,True,0.0003066757731992414
Arpanet19723,NNSI,6,81,10,19,10-19,True,True,-0.035463240074572265
Arpanet19723,NNSI,7,81,14,16,14-16,True,True,-0.019011406795674476
Cesnet200304,PBR,1,32,0,25,0-25,True,True,0.035996487794877255
Cesnet200304,PBR,2,32,9,25,9-25,True,True,0.029403973234146976
Cesnet200304,PBR,3,32,6,25,6-25,True,True,0.022783251027938944
Cesnet200304,PBR,4,32,1,25,1-25,True,True,0.016798418830574584
Cesnet200304,PBR,5,32,2,25,2-25,True,True,0.01506075054244025
Cesnet200304,PBR,6,32,4,25,4-25,True,True,0.013530548673332674
Cesnet200304,PBR,7,32,5,25,5-25,True,True,0.013040446195008876
Cesnet200304,PBR,8,32,8,25,8-25,True,True,0.010884538433931456
Cesnet200304,EFFRES,1,77,2,15,2-15,True,True,0.055318371246985076
Cesnet200304,EFFRES,2,2,13,21,13-21,True,True,0.07792466248037924
Cesnet200304,EFFRES,3,0,10,14,10-14,True,True,0.07734817109365172
Cesnet200304,EFFRES,4,0,1,4,1-4,True,True,0.05507170453248034
Cesnet200304,EFFRES,5,0,1,23,1-23,True,True,0.059569014071816445
Cesnet200304,EFFRES,6,0,2,13,2-13,True,True,0.050274663069808975
Cesnet200304,EFFRES,7,0,11,14,11-14,True,True,0.055980381684129325
Cesnet200304,EFFRES,8,26,8,10,8-10,True,True,0.05180366590732149
Cesnet200304,IVI,1,1,10,14,10-14,True,True,0.5039106595710364
Cesnet200304,IVI,2,46,21,25,21-25,True,True,0.11444484369385535
Cesnet200304,IVI,3,0,13,23,13-23,True,True,0.0
Cesnet200304,IVI,4,0,1,2,1-2,True,True,0.0
Cesnet200304,IVI,5,45,15,25,15-25,True,True,0.09019011999376642
Cesnet200304,IVI,6,44,11,25,11-25,True,True,0.07884512949642959
Cesnet200304,IVI,7,0,13,18,13-18,True,True,0.9999993674412261
Cesnet200304,IVI,8,44,8,25,8-25,True,True,-0.15483773951070345
Cesnet200304,NNSI,1,33,9,25,9-25,True,True,0.0
Cesnet200304,NNSI,2,32,0,25,0-25,True,True,0.2562499996796875
Cesnet200304,NNSI,3,32,6,25,6-25,True,True,0.21008403326036296
Cesnet200304,NNSI,4,32,1,25,1-25,True,True,-0.0012515644529065542
Cesnet200304,NNSI,5,32,2,25,2-25,True,True,-0.0011111111087499961
Cesnet200304,NNSI,6,32,4,25,4-25,True,True,-0.009433962244125989
Cesnet200304,NNSI,7,32,5,25,5-25,True,True,0.15887850433880688
Cesnet200304,NNSI,8,32,8,25,8-25,True,True,0.0
Iij,PBR,1,53,16,30,16-30,True,True,0.004507713221889693
Iij,PBR,2,53,26,30,26-30,True,True,0.004803588857060131
Iij,PBR,3,53,27,30,27-30,True,True,0.004383028191885791
Iij,PBR,4,42,20,30,20-30,True,True,0.004875136757865153
Iij,PBR,5,42,30,32,30-32,True,True,0.004430379706859644
Iij,PBR,6,42,23,30,23-30,True,True,0.004772613649420381
Iij,PBR,7,42,4,30,4-30,True,True,0.0038805630529416654
Iij,PBR,8,42,11,30,11-30,True,True,0.003767211843041267
Iij,PBR,9,42,12,30,12-30,True,True,0.003649595243630176
Iij,PBR,10,42,13,30,13-30,True,True,0.0035294939578578016
Iij,EFFRES,1,2,14,27,14-27,True,True,0.0697993009010677
Iij,EFFRES,2,2,15,32,15-32,True,True,0.05248478808717273
Iij,EFFRES,3,0,13,14,13-14,True,True,0.049259071464504506
Iij,EFFRES,4,0,0,14,0-14,True,True,0.02616270825904959
Iij,EFFRES,5,0,1,15,1-15,True,True,0.02476349287379896
Iij,EFFRES,6,81,4,11,4-11,True,True,0.04028462061805663
Iij,EFFRES,7,81,10,17,10-17,True,True,0.035317287040521596
Iij,EFFRES,8,81,2,12,2-12,True,True,0.03333680255721326
Iij,EFFRES,9,81,4,16,4-16,True,True,0.04760957141816187
Iij,EFFRES,10,81,3,8,3-8,True,True,0.014912274864760142
Iij,IVI,1,89,10,17,10-17,True,True,0.15329131371525673
Iij,IVI,2,80,4,11,4-11,True,True,0.24999999999999925
Iij,IVI,3,89,0,13,0-13,True,True,0.0
Iij,IVI,4,86,1,12,1-12,True,True,0.4444444444444431
Iij,IVI,5,86,4,16,4-16,True,True,0.7999999999999952
Iij,IVI,6,86,14,22,14-22,True,True,0.0
Iij,IVI,7,86,15,26,15-26,True,True,0.9999873891037429
Iij,IVI,8,86,27,29,27-29,True,True,0.37420408142643036
Iij,IVI,9,81,2,5,2-5,True,True,0.09895825859939299
Iij,IVI,10,81,3,10,3-10,True,True,0.05981402088978512
Iij,NNSI,1,40,24,30,24-30,True,True,0.05279503098990687
Iij,NNSI,2,40,19,30,19-30,True,True,0.11393442607915205
Iij,NNSI,3,40,20,30,20-30,True,True,0.06382978713897695
Iij,NNSI,4,49,18,30,18-30,True,True,0.06993006981881744
Iij,NNSI,5,49,22,30,22-30,True,True,0.03703703697368428
Iij,NNSI,6,49,26,30,26-30,True,True,0.03933941990863859
Iij,NNSI,7,40,30,32,30-32,True,True,0.04176968111990264
Iij,NNSI,8,49,30,35,30-35,True,True,0.04435994921731559
Iij,NNSI,9,49,30,36,30-36,True,True,0.04714640188991223
Iij,NNSI,10,40,23,30,23-30,True,True,0.15234374967716216
Sago,PBR,1,8,5,9,5-9,True,True,1.0
Sago,PBR,2,0,6,11,6-11,True,True,1.0
Sago,PBR,3,0,0,5,0-5,True,True,0.6923076420710085
Sago,PBR,4,0,0,12,0-12,True,True,0.3978494451624481
Sago,PBR,5,0,3,6,3-6,True,True,0.1514285670032653
Sago,EFFRES,1,0,6,9,6-9,True,True,0.41090909090411587
Sago,EFFRES,2,2,2,8,2-8,True,True,0.2745996821847834
Sago,EFFRES,3,2,1,10,1-10,True,True,0.15903378367102775
Sago,EFFRES,4,2,0,5,0-5,True,True,0.12083101825513536
Sago,EFFRES,5,2,4,15,4-15,True,True,0.16779488477844232
Sago,IVI,1,0,6,9,6-9,True,True,0.17647058534948115
Sago,IVI,2,0,5,8,5-8,True,True,0.5142857082163265
Sago,IVI,3,0,0,10,0-10,True,True,-0.6102236343983302
Sago,IVI,4,0,6,14,6-14,True,True,-0.16443452326963903
Sago,IVI,5,0,2,4,2-4,True,True,-0.11111110982407389
Sago,NNSI,1,67,1,6,1-6,True,True,-0.27194241909442385
Sago,NNSI,2,67,5,6,5-6,True,True,-0.41515839945139477
Sago,NNSI,3,67,9,13,9-13,True,True,0.5474529670170624
Sago,NNSI,4,67,0,7,0-7,True,True,0.11983572147870032
Sago,NNSI,5,67,2,16,2-16,True,True,0.1113204679816898
Cesnet1993,PBR,1,12,0,3,0-3,True,True,0.09999999924791675
Cesnet1993,PBR,2,23,2,9,2-9,True,True,0.01010101025290767
Cesnet1993,PBR,3,23,3,8,3-8,True,True,0.05599999952853348
Cesnet1993,EFFRES,1,5,0,7,0-7,True,True,0.1639784946060246
Cesnet1993,EFFRES,2,5,1,8,1-8,True,True,0.15198285099867276
Cesnet1993,EFFRES,3,5,2,8,2-8,True,True,0.11342954313933616
Cesnet1993,IVI,1,25,3,8,3-8,True,True,-1.0
Cesnet1993,IVI,2,34,7,8,7-8,True,True,0.9999996902902373
Cesnet1993,IVI,3,17,2,6,2-6,True,True,0.9597889557544996
Cesnet1993,NNSI,1,11,7,8,7-8,True,True,-1.0
Cesnet1993,NNSI,2,23,2,9,2-9,True,True,0.07142857133928568
